_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,category,category_gold,id,image_url
685955815,3/8/2015 01:40:31,false,1583353527,,3/8/2015 01:40:24,false,elite,0.8333,30513549,USA,GA,Warner Robins,107.181.69.71,category1,,rest01,https://dl.dropboxusercontent.com/u/82816032/test_rest/img_01.jpg
685955815,3/8/2015 01:45:13,false,1583354859,,3/8/2015 01:44:30,false,instagc,1.0,31708558,USA,PA,Oil City,98.236.174.152,category1,,rest01,https://dl.dropboxusercontent.com/u/82816032/test_rest/img_01.jpg
685955815,3/8/2015 01:51:50,false,1583357008,,3/8/2015 01:51:40,false,fusioncash,0.75,20623511,USA,OH,Cleveland,99.126.171.25,category1,,rest01,https://dl.dropboxusercontent.com/u/82816032/test_rest/img_01.jpg
685955815,3/8/2015 02:06:27,false,1583361629,,3/8/2015 02:05:16,false,neodev,1.0,31463401,USA,CA,San Jose,205.164.59.209,category1,,rest01,https://dl.dropboxusercontent.com/u/82816032/test_rest/img_01.jpg
685955815,3/8/2015 02:07:33,false,1583362125,,3/8/2015 02:07:24,false,instagc,0.75,27597031,USA,VA,Manassas,108.31.34.199,category1,,rest01,https://dl.dropboxusercontent.com/u/82816032/test_rest/img_01.jpg
685955815,3/8/2015 02:09:59,false,1583362959,,3/8/2015 02:09:43,false,neodev,0.75,31659226,USA,NY,Rochester,192.254.77.56,category1,,rest01,https://dl.dropboxusercontent.com/u/82816032/test_rest/img_01.jpg
685955815,3/8/2015 02:24:19,false,1583367771,,3/8/2015 02:23:58,false,prodege,1.0,2287770,USA,OH,Dayton,71.72.157.192,category1,,rest01,https://dl.dropboxusercontent.com/u/82816032/test_rest/img_01.jpg
685955815,3/8/2015 02:39:12,false,1583372509,,3/8/2015 02:38:47,false,clixsense,1.0,29339019,USA,TN,Knoxville,24.96.84.188,category1,,rest01,https://dl.dropboxusercontent.com/u/82816032/test_rest/img_01.jpg
685955815,3/8/2015 02:55:44,false,1583377910,,3/8/2015 02:55:24,false,instagc,1.0,30326470,USA,CA,Santee,99.44.37.73,category1,,rest01,https://dl.dropboxusercontent.com/u/82816032/test_rest/img_01.jpg
685955815,3/8/2015 02:56:51,false,1583378278,,3/8/2015 02:56:40,false,prodege,1.0,31471381,USA,VA,Buchanan,64.203.183.248,category1,,rest01,https://dl.dropboxusercontent.com/u/82816032/test_rest/img_01.jpg
