_unit_id,_created_at,_golden,_canary,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,category,category_gold,id,image_url
409607225,2/7/2014 02:06:37,false,,1193679561,,2/7/2014 02:06:29,false,instagc,1.0,22491581,USA,AR,Little Rock,108.239.102.35,category2,,image01,https://dl.dropboxusercontent.com/u/82816032/img_bike/01.jpg
409607225,2/7/2014 02:13:51,false,,1193681895,,2/7/2014 02:13:44,false,clixsense,1.0,8978783,USA,GA,Macon,98.67.58.51,category1,,image01,https://dl.dropboxusercontent.com/u/82816032/img_bike/01.jpg
409607225,2/7/2014 02:16:15,false,,1193682523,,2/7/2014 02:15:57,false,prodege,1.0,10541200,USA,CA,Rancho Cucamonga,97.93.142.149,category1,,image01,https://dl.dropboxusercontent.com/u/82816032/img_bike/01.jpg
409607225,2/7/2014 02:21:19,false,,1193683902,,2/7/2014 02:21:03,false,cotter,1.0,6531700,USA,FL,Ocala,76.3.11.240,category1,,image01,https://dl.dropboxusercontent.com/u/82816032/img_bike/01.jpg
409607225,2/7/2014 02:27:10,false,,1193685439,,2/7/2014 02:26:32,false,clixsense,1.0,17950689,GBR,Y9,Pontypridd,89.168.36.250,category1,,image01,https://dl.dropboxusercontent.com/u/82816032/img_bike/01.jpg
409607225,2/7/2014 03:48:01,false,,1193708325,,2/7/2014 03:47:52,false,instagc,0.8333,15577915,USA,IL,Mount Vernon,66.232.167.68,category1,,image01,https://dl.dropboxusercontent.com/u/82816032/img_bike/01.jpg
409607225,2/7/2014 05:04:13,false,,1193723439,,2/7/2014 05:04:04,false,fusioncash,1.0,12679058,USA,FL,Miami,99.39.244.144,category1,,image01,https://dl.dropboxusercontent.com/u/82816032/img_bike/01.jpg
409607225,2/7/2014 06:49:32,false,,1193738782,,2/7/2014 06:49:15,false,dollarsignup,1.0,20373541,USA,UT,Providence,206.190.129.238,category1,,image01,https://dl.dropboxusercontent.com/u/82816032/img_bike/01.jpg
409607225,2/7/2014 07:39:19,false,,1193747907,,2/7/2014 07:38:57,false,clixsense,1.0,14555684,USA,CA,Laguna Niguel,68.231.222.171,category1,,image01,https://dl.dropboxusercontent.com/u/82816032/img_bike/01.jpg
409607226,2/7/2014 02:05:37,false,,1193679132,,2/7/2014 02:05:18,false,instagc,1.0,22491581,USA,AR,Little Rock,108.239.102.35,category1,,image02,https://dl.dropboxusercontent.com/u/82816032/img_bike/02.jpg
409607226,2/7/2014 02:12:25,false,,1193681435,,2/7/2014 02:12:15,false,prodege,1.0,10541200,USA,CA,Rancho Cucamonga,97.93.142.149,category2,,image02,https://dl.dropboxusercontent.com/u/82816032/img_bike/02.jpg
409607226,2/7/2014 02:12:55,false,,1193681601,,2/7/2014 02:12:39,false,clixsense,1.0,8978783,USA,GA,Macon,98.67.58.51,category1,,image02,https://dl.dropboxusercontent.com/u/82816032/img_bike/02.jpg
409607226,2/7/2014 02:20:35,false,,1193683696,,2/7/2014 02:19:44,false,cotter,1.0,6531700,USA,FL,Ocala,76.3.11.240,category2,,image02,https://dl.dropboxusercontent.com/u/82816032/img_bike/02.jpg
409607226,2/7/2014 02:35:21,false,,1193687458,,2/7/2014 02:34:59,false,instagc,1.0,18720630,GBR,W7,Dumbarton,82.32.68.17,category2,,image02,https://dl.dropboxusercontent.com/u/82816032/img_bike/02.jpg
409607226,2/7/2014 03:46:03,false,,1193707860,,2/7/2014 03:45:54,false,instagc,0.8333,15577915,USA,IL,Mount Vernon,66.232.167.68,category1,,image02,https://dl.dropboxusercontent.com/u/82816032/img_bike/02.jpg
409607226,2/7/2014 05:07:34,false,,1193723981,,2/7/2014 05:06:48,false,fusioncash,1.0,12679058,USA,FL,Miami,99.39.244.144,category1,,image02,https://dl.dropboxusercontent.com/u/82816032/img_bike/02.jpg
409607226,2/7/2014 06:54:56,false,,1193739666,,2/7/2014 06:54:40,false,dollarsignup,1.0,20373541,USA,UT,Providence,206.190.129.238,category1,,image02,https://dl.dropboxusercontent.com/u/82816032/img_bike/02.jpg
409607226,2/7/2014 07:35:03,false,,1193747259,,2/7/2014 07:34:40,false,clixsense,1.0,14555684,USA,CA,Laguna Niguel,68.231.222.171,category2,,image02,https://dl.dropboxusercontent.com/u/82816032/img_bike/02.jpg
409607227,2/7/2014 02:07:08,false,,1193679785,,2/7/2014 02:06:55,false,instagc,1.0,22491581,USA,AR,Little Rock,108.239.102.35,category2,,image03,https://dl.dropboxusercontent.com/u/82816032/img_bike/03.jpg
409607227,2/7/2014 02:09:28,false,,1193680507,,2/7/2014 02:09:20,false,clixsense,1.0,8978783,USA,GA,Macon,98.67.58.51,category2,,image03,https://dl.dropboxusercontent.com/u/82816032/img_bike/03.jpg
409607227,2/7/2014 02:12:04,false,,1193681350,,2/7/2014 02:11:54,false,prodege,1.0,10541200,USA,CA,Rancho Cucamonga,97.93.142.149,category2,,image03,https://dl.dropboxusercontent.com/u/82816032/img_bike/03.jpg
409607227,2/7/2014 02:19:56,false,,1193683524,,2/7/2014 02:19:40,false,clixsense,1.0,17950689,GBR,Y9,Pontypridd,89.168.36.250,category2,,image03,https://dl.dropboxusercontent.com/u/82816032/img_bike/03.jpg
409607227,2/7/2014 02:23:12,false,,1193684309,,2/7/2014 02:22:54,false,cotter,1.0,6531700,USA,FL,Ocala,76.3.11.240,category2,,image03,https://dl.dropboxusercontent.com/u/82816032/img_bike/03.jpg
409607227,2/7/2014 02:35:21,false,,1193687457,,2/7/2014 02:34:59,false,instagc,1.0,18720630,GBR,W7,Dumbarton,82.32.68.17,category2,,image03,https://dl.dropboxusercontent.com/u/82816032/img_bike/03.jpg
409607227,2/7/2014 03:47:52,false,,1193708273,,2/7/2014 03:47:43,false,instagc,0.8333,15577915,USA,IL,Mount Vernon,66.232.167.68,category2,,image03,https://dl.dropboxusercontent.com/u/82816032/img_bike/03.jpg
409607227,2/7/2014 05:02:29,false,,1193723199,,2/7/2014 05:02:07,false,fusioncash,1.0,12679058,USA,FL,Miami,99.39.244.144,category2,,image03,https://dl.dropboxusercontent.com/u/82816032/img_bike/03.jpg
409607227,2/7/2014 06:51:43,false,,1193739131,,2/7/2014 06:51:09,false,dollarsignup,1.0,20373541,USA,UT,Providence,206.190.129.238,category2,,image03,https://dl.dropboxusercontent.com/u/82816032/img_bike/03.jpg
409607227,2/7/2014 07:34:02,false,,1193747092,,2/7/2014 07:33:52,false,clixsense,1.0,14555684,USA,CA,Laguna Niguel,68.231.222.171,category2,,image03,https://dl.dropboxusercontent.com/u/82816032/img_bike/03.jpg
409607228,2/7/2014 02:06:15,false,,1193679438,,2/7/2014 02:06:10,false,instagc,1.0,22491581,USA,AR,Little Rock,108.239.102.35,category2,,image04,https://dl.dropboxusercontent.com/u/82816032/img_bike/04.jpg
409607228,2/7/2014 02:10:20,false,,1193680787,,2/7/2014 02:09:56,false,clixsense,1.0,8978783,USA,GA,Macon,98.67.58.51,category2,,image04,https://dl.dropboxusercontent.com/u/82816032/img_bike/04.jpg
409607228,2/7/2014 02:15:32,false,,1193682315,,2/7/2014 02:15:13,false,clixsense,1.0,17950689,GBR,Y9,Pontypridd,89.168.36.250,category1,,image04,https://dl.dropboxusercontent.com/u/82816032/img_bike/04.jpg
409607228,2/7/2014 02:23:19,false,,1193684338,,2/7/2014 02:23:04,false,prodege,1.0,10541200,USA,CA,Rancho Cucamonga,97.93.142.149,category2,,image04,https://dl.dropboxusercontent.com/u/82816032/img_bike/04.jpg
409607228,2/7/2014 02:26:32,false,,1193685242,,2/7/2014 02:26:07,false,cotter,1.0,6531700,USA,FL,Ocala,76.3.11.240,category1,,image04,https://dl.dropboxusercontent.com/u/82816032/img_bike/04.jpg
409607228,2/7/2014 02:33:43,false,,1193687098,,2/7/2014 02:33:19,false,instagc,1.0,18720630,GBR,W7,Dumbarton,82.32.68.17,category2,,image04,https://dl.dropboxusercontent.com/u/82816032/img_bike/04.jpg
409607228,2/7/2014 03:44:54,false,,1193707569,,2/7/2014 03:44:41,false,instagc,0.8333,15577915,USA,IL,Mount Vernon,66.232.167.68,category2,,image04,https://dl.dropboxusercontent.com/u/82816032/img_bike/04.jpg
409607228,2/7/2014 05:01:49,false,,1193723132,,2/7/2014 05:01:20,false,fusioncash,1.0,12679058,USA,FL,Miami,99.39.244.144,category2,,image04,https://dl.dropboxusercontent.com/u/82816032/img_bike/04.jpg
409607228,2/7/2014 06:50:22,false,,1193738892,,2/7/2014 06:49:59,false,dollarsignup,1.0,20373541,USA,UT,Providence,206.190.129.238,category2,,image04,https://dl.dropboxusercontent.com/u/82816032/img_bike/04.jpg
409607228,2/7/2014 07:36:13,false,,1193747467,,2/7/2014 07:35:59,false,clixsense,1.0,14555684,USA,CA,Laguna Niguel,68.231.222.171,category2,,image04,https://dl.dropboxusercontent.com/u/82816032/img_bike/04.jpg
409607229,2/7/2014 02:03:53,false,,1193678525,,2/7/2014 02:03:36,false,instagc,1.0,22491581,USA,AR,Little Rock,108.239.102.35,category1,,image05,https://dl.dropboxusercontent.com/u/82816032/img_bike/05.jpg
409607229,2/7/2014 02:08:58,false,,1193680364,,2/7/2014 02:08:32,false,clixsense,1.0,8978783,USA,GA,Macon,98.67.58.51,category1,,image05,https://dl.dropboxusercontent.com/u/82816032/img_bike/05.jpg
409607229,2/7/2014 02:12:15,false,,1193681398,,2/7/2014 02:12:05,false,prodege,1.0,10541200,USA,CA,Rancho Cucamonga,97.93.142.149,category2,,image05,https://dl.dropboxusercontent.com/u/82816032/img_bike/05.jpg
409607229,2/7/2014 02:13:48,false,,1193681873,,2/7/2014 02:13:36,false,clixsense,1.0,17950689,GBR,Y9,Pontypridd,89.168.36.250,category2,,image05,https://dl.dropboxusercontent.com/u/82816032/img_bike/05.jpg
409607229,2/7/2014 02:26:45,false,,1193685301,,2/7/2014 02:26:33,false,cotter,1.0,6531700,USA,FL,Ocala,76.3.11.240,category1,,image05,https://dl.dropboxusercontent.com/u/82816032/img_bike/05.jpg
409607229,2/7/2014 02:31:55,false,,1193686652,,2/7/2014 02:31:12,false,instagc,1.0,18720630,GBR,W7,Dumbarton,82.32.68.17,category1,,image05,https://dl.dropboxusercontent.com/u/82816032/img_bike/05.jpg
409607229,2/7/2014 03:44:54,false,,1193707577,,2/7/2014 03:44:41,false,instagc,0.8333,15577915,USA,IL,Mount Vernon,66.232.167.68,category1,,image05,https://dl.dropboxusercontent.com/u/82816032/img_bike/05.jpg
409607229,2/7/2014 05:04:03,false,,1193723410,,2/7/2014 05:03:46,false,fusioncash,1.0,12679058,USA,FL,Miami,99.39.244.144,category1,,image05,https://dl.dropboxusercontent.com/u/82816032/img_bike/05.jpg
409607229,2/7/2014 07:38:10,false,,1193747752,,2/7/2014 07:37:46,false,clixsense,1.0,14555684,USA,CA,Laguna Niguel,68.231.222.171,category2,,image05,https://dl.dropboxusercontent.com/u/82816032/img_bike/05.jpg
409607230,2/7/2014 02:07:44,false,,1193679975,,2/7/2014 02:07:34,false,instagc,1.0,22491581,USA,AR,Little Rock,108.239.102.35,category2,,image06,https://dl.dropboxusercontent.com/u/82816032/img_bike/06.jpg
409607230,2/7/2014 02:10:30,false,,1193680836,,2/7/2014 02:10:19,false,prodege,1.0,10541200,USA,CA,Rancho Cucamonga,97.93.142.149,category2,,image06,https://dl.dropboxusercontent.com/u/82816032/img_bike/06.jpg
409607230,2/7/2014 02:14:37,false,,1193682091,,2/7/2014 02:14:26,false,clixsense,1.0,8978783,USA,GA,Macon,98.67.58.51,category2,,image06,https://dl.dropboxusercontent.com/u/82816032/img_bike/06.jpg
409607230,2/7/2014 02:14:53,false,,1193682153,,2/7/2014 02:14:31,false,clixsense,1.0,17950689,GBR,Y9,Pontypridd,89.168.36.250,category1,,image06,https://dl.dropboxusercontent.com/u/82816032/img_bike/06.jpg
409607230,2/7/2014 02:21:03,false,,1193683843,,2/7/2014 02:20:36,false,cotter,1.0,6531700,USA,FL,Ocala,76.3.11.240,category2,,image06,https://dl.dropboxusercontent.com/u/82816032/img_bike/06.jpg
409607230,2/7/2014 02:29:29,false,,1193686009,,2/7/2014 02:28:43,false,instagc,1.0,18720630,GBR,W7,Dumbarton,82.32.68.17,category1,,image06,https://dl.dropboxusercontent.com/u/82816032/img_bike/06.jpg
409607230,2/7/2014 03:45:53,false,,1193707819,,2/7/2014 03:45:38,false,instagc,0.8333,15577915,USA,IL,Mount Vernon,66.232.167.68,category2,,image06,https://dl.dropboxusercontent.com/u/82816032/img_bike/06.jpg
409607230,2/7/2014 06:54:26,false,,1193739600,,2/7/2014 06:54:08,false,dollarsignup,1.0,20373541,USA,UT,Providence,206.190.129.238,category2,,image06,https://dl.dropboxusercontent.com/u/82816032/img_bike/06.jpg
409607230,2/7/2014 07:37:10,false,,1193747609,,2/7/2014 07:36:41,false,clixsense,1.0,14555684,USA,CA,Laguna Niguel,68.231.222.171,category2,,image06,https://dl.dropboxusercontent.com/u/82816032/img_bike/06.jpg
409607231,2/7/2014 02:05:45,false,,1193679202,,2/7/2014 02:05:37,false,instagc,1.0,22491581,USA,AR,Little Rock,108.239.102.35,category1,,image07,https://dl.dropboxusercontent.com/u/82816032/img_bike/07.jpg
409607231,2/7/2014 02:09:56,false,,1193680659,,2/7/2014 02:09:30,false,clixsense,1.0,8978783,USA,GA,Macon,98.67.58.51,category1,,image07,https://dl.dropboxusercontent.com/u/82816032/img_bike/07.jpg
409607231,2/7/2014 02:10:19,false,,1193680780,,2/7/2014 02:09:46,false,prodege,1.0,10541200,USA,CA,Rancho Cucamonga,97.93.142.149,category2,,image07,https://dl.dropboxusercontent.com/u/82816032/img_bike/07.jpg
409607231,2/7/2014 02:23:27,false,,1193684377,,2/7/2014 02:23:13,false,cotter,1.0,6531700,USA,FL,Ocala,76.3.11.240,category1,,image07,https://dl.dropboxusercontent.com/u/82816032/img_bike/07.jpg
409607231,2/7/2014 02:27:10,false,,1193685440,,2/7/2014 02:26:32,false,clixsense,1.0,17950689,GBR,Y9,Pontypridd,89.168.36.250,category1,,image07,https://dl.dropboxusercontent.com/u/82816032/img_bike/07.jpg
409607231,2/7/2014 02:32:57,false,,1193686892,,2/7/2014 02:32:38,false,instagc,1.0,18720630,GBR,W7,Dumbarton,82.32.68.17,category1,,image07,https://dl.dropboxusercontent.com/u/82816032/img_bike/07.jpg
409607231,2/7/2014 03:47:19,false,,1193708153,,2/7/2014 03:47:09,false,instagc,0.8333,15577915,USA,IL,Mount Vernon,66.232.167.68,category1,,image07,https://dl.dropboxusercontent.com/u/82816032/img_bike/07.jpg
409607231,2/7/2014 05:05:08,false,,1193723626,,2/7/2014 05:04:53,false,fusioncash,1.0,12679058,USA,FL,Miami,99.39.244.144,category1,,image07,https://dl.dropboxusercontent.com/u/82816032/img_bike/07.jpg
409607231,2/7/2014 06:49:14,false,,1193738712,,2/7/2014 06:47:07,false,dollarsignup,1.0,20373541,USA,UT,Providence,206.190.129.238,category1,,image07,https://dl.dropboxusercontent.com/u/82816032/img_bike/07.jpg
409607231,2/7/2014 07:33:52,false,,1193747076,,2/7/2014 07:33:34,false,clixsense,1.0,14555684,USA,CA,Laguna Niguel,68.231.222.171,category2,,image07,https://dl.dropboxusercontent.com/u/82816032/img_bike/07.jpg
409607232,2/7/2014 02:04:02,false,,1193678560,,2/7/2014 02:03:54,false,instagc,1.0,22491581,USA,AR,Little Rock,108.239.102.35,category2,,image08,https://dl.dropboxusercontent.com/u/82816032/img_bike/08.jpg
409607232,2/7/2014 02:13:10,false,,1193681669,,2/7/2014 02:12:50,false,prodege,1.0,10541200,USA,CA,Rancho Cucamonga,97.93.142.149,category2,,image08,https://dl.dropboxusercontent.com/u/82816032/img_bike/08.jpg
409607232,2/7/2014 02:13:15,false,,1193681692,,2/7/2014 02:12:55,false,clixsense,1.0,8978783,USA,GA,Macon,98.67.58.51,category1,,image08,https://dl.dropboxusercontent.com/u/82816032/img_bike/08.jpg
409607232,2/7/2014 02:16:20,false,,1193682541,,2/7/2014 02:15:33,false,clixsense,1.0,17950689,GBR,Y9,Pontypridd,89.168.36.250,category1,,image08,https://dl.dropboxusercontent.com/u/82816032/img_bike/08.jpg
409607232,2/7/2014 02:25:43,false,,1193685028,,2/7/2014 02:25:32,false,cotter,1.0,6531700,USA,FL,Ocala,76.3.11.240,category1,,image08,https://dl.dropboxusercontent.com/u/82816032/img_bike/08.jpg
409607232,2/7/2014 02:35:52,false,,1193687561,,2/7/2014 02:35:35,false,instagc,1.0,18720630,GBR,W7,Dumbarton,82.32.68.17,category2,,image08,https://dl.dropboxusercontent.com/u/82816032/img_bike/08.jpg
409607232,2/7/2014 03:46:28,false,,1193707952,,2/7/2014 03:46:15,false,instagc,0.8333,15577915,USA,IL,Mount Vernon,66.232.167.68,category2,,image08,https://dl.dropboxusercontent.com/u/82816032/img_bike/08.jpg
409607232,2/7/2014 05:06:09,false,,1193723772,,2/7/2014 05:05:23,false,fusioncash,1.0,12679058,USA,FL,Miami,99.39.244.144,category1,,image08,https://dl.dropboxusercontent.com/u/82816032/img_bike/08.jpg
409607232,2/7/2014 06:49:14,false,,1193738710,,2/7/2014 06:47:07,false,dollarsignup,1.0,20373541,USA,UT,Providence,206.190.129.238,category2,,image08,https://dl.dropboxusercontent.com/u/82816032/img_bike/08.jpg
409607232,2/7/2014 07:33:33,false,,1193747044,,2/7/2014 07:32:32,false,clixsense,1.0,14555684,USA,CA,Laguna Niguel,68.231.222.171,category2,,image08,https://dl.dropboxusercontent.com/u/82816032/img_bike/08.jpg
409607233,2/7/2014 02:05:03,false,,1193678916,,2/7/2014 02:04:46,false,instagc,1.0,22491581,USA,AR,Little Rock,108.239.102.35,category1,,image09,https://dl.dropboxusercontent.com/u/82816032/img_bike/09.jpg
409607233,2/7/2014 02:08:12,false,,1193680141,,2/7/2014 02:07:15,false,clixsense,1.0,8978783,USA,GA,Macon,98.67.58.51,category2,,image09,https://dl.dropboxusercontent.com/u/82816032/img_bike/09.jpg
409607233,2/7/2014 02:13:50,false,,1193681891,,2/7/2014 02:13:10,false,prodege,1.0,10541200,USA,CA,Rancho Cucamonga,97.93.142.149,category1,,image09,https://dl.dropboxusercontent.com/u/82816032/img_bike/09.jpg
409607233,2/7/2014 02:14:07,false,,1193681963,,2/7/2014 02:13:50,false,clixsense,1.0,17950689,GBR,Y9,Pontypridd,89.168.36.250,category1,,image09,https://dl.dropboxusercontent.com/u/82816032/img_bike/09.jpg
409607233,2/7/2014 02:34:48,false,,1193687341,,2/7/2014 02:34:25,false,instagc,1.0,18720630,GBR,W7,Dumbarton,82.32.68.17,category1,,image09,https://dl.dropboxusercontent.com/u/82816032/img_bike/09.jpg
409607233,2/7/2014 03:44:28,false,,1193707481,,2/7/2014 03:44:17,false,instagc,0.8333,15577915,USA,IL,Mount Vernon,66.232.167.68,category1,,image09,https://dl.dropboxusercontent.com/u/82816032/img_bike/09.jpg
409607233,2/7/2014 05:06:09,false,,1193723773,,2/7/2014 05:05:23,false,fusioncash,1.0,12679058,USA,FL,Miami,99.39.244.144,category1,,image09,https://dl.dropboxusercontent.com/u/82816032/img_bike/09.jpg
409607233,2/7/2014 06:52:08,false,,1193739179,,2/7/2014 06:51:44,false,dollarsignup,1.0,20373541,USA,UT,Providence,206.190.129.238,category1,,image09,https://dl.dropboxusercontent.com/u/82816032/img_bike/09.jpg
409607233,2/7/2014 07:35:58,false,,1193747413,,2/7/2014 07:35:34,false,clixsense,1.0,14555684,USA,CA,Laguna Niguel,68.231.222.171,category2,,image09,https://dl.dropboxusercontent.com/u/82816032/img_bike/09.jpg
409607234,2/7/2014 02:04:21,true,,1193678693,,2/7/2014 02:04:04,false,instagc,1.0,22491581,USA,AR,Little Rock,108.239.102.35,category2,category2,image10,https://dl.dropboxusercontent.com/u/82816032/img_bike/10.jpg
409607234,2/7/2014 02:10:52,true,,1193680949,,2/7/2014 02:10:41,false,prodege,1.0,10541200,USA,CA,Rancho Cucamonga,97.93.142.149,category2,category2,image10,https://dl.dropboxusercontent.com/u/82816032/img_bike/10.jpg
409607234,2/7/2014 02:12:38,true,,1193681510,,2/7/2014 02:10:31,false,clixsense,1.0,8978783,USA,GA,Macon,98.67.58.51,category2,category2,image10,https://dl.dropboxusercontent.com/u/82816032/img_bike/10.jpg
409607234,2/7/2014 02:13:13,true,,1193681691,,2/7/2014 02:12:26,false,clixsense,1.0,17950689,GBR,Y9,Pontypridd,89.168.36.250,category2,category2,image10,https://dl.dropboxusercontent.com/u/82816032/img_bike/10.jpg
409607234,2/7/2014 02:20:35,true,,1193683694,,2/7/2014 02:19:44,false,cotter,1.0,6531700,USA,FL,Ocala,76.3.11.240,category2,category2,image10,https://dl.dropboxusercontent.com/u/82816032/img_bike/10.jpg
409607234,2/7/2014 02:34:57,true,,1193687373,,2/7/2014 02:34:49,false,instagc,1.0,18720630,GBR,W7,Dumbarton,82.32.68.17,category2,category2,image10,https://dl.dropboxusercontent.com/u/82816032/img_bike/10.jpg
409607234,2/7/2014 03:45:25,true,,1193707698,,2/7/2014 03:45:16,false,instagc,0.8333,15577915,USA,IL,Mount Vernon,66.232.167.68,category2,category2,image10,https://dl.dropboxusercontent.com/u/82816032/img_bike/10.jpg
409607234,2/7/2014 05:06:34,true,,1193723829,,2/7/2014 05:06:10,false,fusioncash,1.0,12679058,USA,FL,Miami,99.39.244.144,category2,category2,image10,https://dl.dropboxusercontent.com/u/82816032/img_bike/10.jpg
409607234,2/7/2014 06:54:37,true,,1193739612,,2/7/2014 06:54:27,false,dollarsignup,1.0,20373541,USA,UT,Providence,206.190.129.238,category2,category2,image10,https://dl.dropboxusercontent.com/u/82816032/img_bike/10.jpg
409607234,2/7/2014 07:33:52,true,,1193747075,,2/7/2014 07:33:34,false,clixsense,1.0,14555684,USA,CA,Laguna Niguel,68.231.222.171,category2,category2,image10,https://dl.dropboxusercontent.com/u/82816032/img_bike/10.jpg
409607234,2/7/2014 07:39:41,true,,1193748000,,2/7/2014 07:39:19,false,clixsense,1.0,14555684,USA,CA,Laguna Niguel,68.231.222.171,category2,category2,image10,https://dl.dropboxusercontent.com/u/82816032/img_bike/10.jpg
409607235,2/7/2014 02:05:17,false,,1193679013,,2/7/2014 02:05:05,false,instagc,1.0,22491581,USA,AR,Little Rock,108.239.102.35,category2,,image11,https://dl.dropboxusercontent.com/u/82816032/img_bike/11.jpg
409607235,2/7/2014 02:10:40,false,,1193680882,,2/7/2014 02:10:33,false,prodege,1.0,10541200,USA,CA,Rancho Cucamonga,97.93.142.149,category2,,image11,https://dl.dropboxusercontent.com/u/82816032/img_bike/11.jpg
409607235,2/7/2014 02:12:55,false,,1193681600,,2/7/2014 02:12:39,false,clixsense,1.0,8978783,USA,GA,Macon,98.67.58.51,category2,,image11,https://dl.dropboxusercontent.com/u/82816032/img_bike/11.jpg
409607235,2/7/2014 02:19:39,false,,1193683458,,2/7/2014 02:19:00,false,clixsense,1.0,17950689,GBR,Y9,Pontypridd,89.168.36.250,category2,,image11,https://dl.dropboxusercontent.com/u/82816032/img_bike/11.jpg
409607235,2/7/2014 02:26:32,false,,1193685241,,2/7/2014 02:26:07,false,cotter,1.0,6531700,USA,FL,Ocala,76.3.11.240,category2,,image11,https://dl.dropboxusercontent.com/u/82816032/img_bike/11.jpg
409607235,2/7/2014 02:32:37,false,,1193686822,,2/7/2014 02:31:56,false,instagc,1.0,18720630,GBR,W7,Dumbarton,82.32.68.17,category2,,image11,https://dl.dropboxusercontent.com/u/82816032/img_bike/11.jpg
409607235,2/7/2014 03:48:09,false,,1193708342,,2/7/2014 03:48:02,false,instagc,0.8333,15577915,USA,IL,Mount Vernon,66.232.167.68,category1,,image11,https://dl.dropboxusercontent.com/u/82816032/img_bike/11.jpg
409607235,2/7/2014 05:05:08,false,,1193723625,,2/7/2014 05:04:53,false,fusioncash,1.0,12679058,USA,FL,Miami,99.39.244.144,category1,,image11,https://dl.dropboxusercontent.com/u/82816032/img_bike/11.jpg
409607235,2/7/2014 06:52:08,false,,1193739180,,2/7/2014 06:51:44,false,dollarsignup,1.0,20373541,USA,UT,Providence,206.190.129.238,category2,,image11,https://dl.dropboxusercontent.com/u/82816032/img_bike/11.jpg
409607235,2/7/2014 07:34:39,false,,1193747198,,2/7/2014 07:34:18,false,clixsense,1.0,14555684,USA,CA,Laguna Niguel,68.231.222.171,category2,,image11,https://dl.dropboxusercontent.com/u/82816032/img_bike/11.jpg
409607236,2/7/2014 02:06:09,false,,1193679376,,2/7/2014 02:06:01,false,instagc,1.0,22491581,USA,AR,Little Rock,108.239.102.35,category2,,image12,https://dl.dropboxusercontent.com/u/82816032/img_bike/12.jpg
409607236,2/7/2014 02:09:20,false,,1193680470,,2/7/2014 02:08:59,false,clixsense,1.0,8978783,USA,GA,Macon,98.67.58.51,category2,,image12,https://dl.dropboxusercontent.com/u/82816032/img_bike/12.jpg
409607236,2/7/2014 02:09:45,false,,1193680592,,2/7/2014 02:09:12,false,prodege,1.0,10541200,USA,CA,Rancho Cucamonga,97.93.142.149,category2,,image12,https://dl.dropboxusercontent.com/u/82816032/img_bike/12.jpg
409607236,2/7/2014 02:13:35,false,,1193681813,,2/7/2014 02:13:15,false,clixsense,1.0,17950689,GBR,Y9,Pontypridd,89.168.36.250,category2,,image12,https://dl.dropboxusercontent.com/u/82816032/img_bike/12.jpg
409607236,2/7/2014 02:24:45,false,,1193684782,,2/7/2014 02:24:35,false,cotter,1.0,6531700,USA,FL,Ocala,76.3.11.240,category2,,image12,https://dl.dropboxusercontent.com/u/82816032/img_bike/12.jpg
409607236,2/7/2014 02:33:43,false,,1193687099,,2/7/2014 02:33:19,false,instagc,1.0,18720630,GBR,W7,Dumbarton,82.32.68.17,category2,,image12,https://dl.dropboxusercontent.com/u/82816032/img_bike/12.jpg
409607236,2/7/2014 03:45:36,false,,1193707744,,2/7/2014 03:45:28,false,instagc,0.8333,15577915,USA,IL,Mount Vernon,66.232.167.68,category2,,image12,https://dl.dropboxusercontent.com/u/82816032/img_bike/12.jpg
409607236,2/7/2014 05:03:45,false,,1193723358,,2/7/2014 05:02:58,false,fusioncash,1.0,12679058,USA,FL,Miami,99.39.244.144,category2,,image12,https://dl.dropboxusercontent.com/u/82816032/img_bike/12.jpg
